x;y;f(x,y)
1.756254469505225124e+00;-1.565679971763108469e+00;7.125323269521006697e-01
-1.151616179891574721e+00;1.865589637902842046e+00;8.128098776304778506e-01
-7.131819112431014851e-01;-8.601836785829930498e-01;8.983532359183467042e-01
-1.518610229238662068e+00;-1.948442050506438150e-02;1.013498573006590187e+00
-2.042663635447738990e-01;1.803018192969539246e+00;9.723984403451717551e-01
-1.441496312281135062e+00;9.217393321825513297e-01;9.831747000752660837e-01
-8.558422320122947013e-01;-7.534956147007907390e-01;9.071589871948607664e-01
5.701410317533670558e-01;-1.020742347244226078e+00;9.198020095199966883e-01
-1.399238885981453073e-01;8.443754050379310705e-01;7.367026991716930651e-01
-1.204878804099323464e+00;-1.597425751910221070e+00;9.099760762817420412e-01
-9.195983241780871786e-01;-8.814532054912405101e-02;7.764139055020012892e-01
-6.509644028338694710e-01;-9.637038271268472123e-01;9.160862873284986163e-01
-1.220028514039818379e+00;-1.120967553916702109e+00;9.864046579508841672e-01
1.543411595982088436e+00;-6.574165222682033516e-01;9.969347219091240220e-01
-2.174871744632156378e-02;-1.858701555451867993e+00;9.609897479808225951e-01
-1.049169717299285765e+00;1.447321037535933552e+00;9.798849574561322440e-01
-1.630891930734354567e+00;1.503196445579790819e-02;1.013553346102509023e+00
7.659099675719733824e-01;-5.280756512490425436e-02;6.637530931826172154e-01
2.681859321088282400e-01;1.913620096702972617e+00;9.261661004823880106e-01
1.346858877314302649e+00;-8.132488854136132872e-02;9.785593496771490818e-01
-6.413416102340097069e-02;-3.588728187624607990e-01;3.404836480046031788e-01
1.783682199473227925e+00;1.971423563531396361e+00;4.581946440453710245e-01
6.082717890216198242e-01;2.381828979266531476e-01;6.150428127235898490e-01
-1.259967199375857660e-01;-4.033843378962513881e-01;4.106567629922455165e-01
1.523871178505351587e+00;-1.038320297144697868e+00;9.608886040252506699e-01
-1.261646906383839806e-02;-3.685053805298244001e-02;5.137245461073877695e-02
-1.623855013053058904e+00;-1.982138329670393162e+00;5.489564461729392608e-01
7.098752479098884294e-01;-9.103755633590289165e-01;9.132338019110299854e-01
8.408726218812256903e-02;9.791553507567103409e-01;8.109973453121971376e-01
3.314811843955878246e-01;1.726580009517749481e+00;9.873220066189869470e-01
-1.497248538484457381e+00;-3.364051012535100860e-01;1.005569027469118026e+00
1.463764950626101236e+00;1.572422476647724832e+00;8.423218007691539722e-01
5.995633528947781343e-01;1.742381093868299313e+00;9.656191853067717101e-01
-1.643381233580226919e+00;-1.682082613992209374e+00;7.183936912750613635e-01
1.453268657745248493e+00;5.399791046645066039e-01;1.002817611518300067e+00
-2.896516859031441626e-01;-4.985875563699502244e-01;5.610852181710707098e-01
-2.906304963834576149e-01;2.236816128602141518e-01;3.817136226940375243e-01
-1.778850622816428029e+00;-8.854465091956784661e-01;9.158078652737295933e-01
-5.668867488813678079e-01;1.092142329002472767e+00;9.427062259185119419e-01
-1.195023172118000687e+00;-1.971924442217176665e+00;7.431909682131010442e-01
-5.609401102280662244e-01;1.555128590624201834e+00;1.001723901255998195e+00
-1.913281384193892265e-01;1.554541536830482240e+00;1.007163436065817486e+00
1.152547989306802023e+00;-8.060364980403456059e-01;9.810932869757480468e-01
-1.229514324397647851e+00;2.117784162381055602e-01;9.424105917661431686e-01
9.092632024177231820e-01;-1.646830164904440341e+00;9.523209951505426929e-01
6.373094227809983359e-01;1.070251627939149408e+00;9.420777700958754552e-01
5.711170894963797373e-01;1.051259240425251651e+00;9.275700391547249124e-01
1.608255235149997908e-01;9.903635933039378614e-02;2.044407946660286579e-01
6.868315122311829946e-01;-5.894651420346601611e-01;7.945136076155727700e-01
1.611366899025101773e-01;1.328744501742456841e+00;9.787211910792512626e-01
-9.155785021166202853e-01;-5.308570161958252598e-01;8.714567282443984597e-01
4.493308083245404205e-01;-3.472430620603312867e-01;5.598841382649160092e-01
5.100574888445055244e-01;1.132361735907335021e+00;9.435268498579341134e-01
5.543957110164225988e-01;1.886433078853730017e+00;9.245101459280679057e-01
-1.165112797280758450e+00;-8.369258318614649639e-01;9.857202713285221352e-01
8.439504997357456517e-01;1.239768951614338199e+00;9.907487477147253196e-01
1.271762716294249973e+00;-1.249720691501629677e+00;9.739119339360846617e-01
-3.482900442489360593e-01;-1.586434022124274534e+00;1.010072153609770096e+00
4.309998112212576338e-01;2.902752740403808929e-01;5.192644118470723935e-01
-8.177536311239252953e-02;-8.044038149066659038e-01;6.980693842578724606e-01
-1.827806294002716214e+00;1.454121402956466191e+00;7.236636093871090525e-01
-1.353532172755170571e+00;9.951026132697853299e-01;9.898454336939417342e-01
-5.069598384297635540e-01;6.767603920288203234e-01;7.616849623497047306e-01
-4.689445401676750613e-01;-6.884201627469908047e-01;7.515696122119303046e-01
-1.236558162475815514e+00;2.618076781526985641e-01;9.513798741354098087e-01
1.129647504057130991e+00;1.797838253752589655e+00;8.562822454636992431e-01
1.207225282410111955e+00;-2.600898598166292430e-01;9.418779824083032270e-01
-5.345574178653311748e-02;-1.975210774587270013e+00;8.941506686381351932e-01
-3.292524020900842174e-01;-1.383310221605848156e+00;9.896333213974636278e-01
6.273822287618635585e-03;-1.458163705547388833e+00;1.011206040037518461e+00
1.095462516954190946e-01;5.897904871878116850e-01;5.465692629756895293e-01
-9.052863319774075990e-01;1.708846651485265600e+00;9.342490764727521269e-01
1.425754358438391822e+00;-5.311673212195477944e-01;1.000019039715470903e+00
-1.473597748316493927e+00;1.491173612324562914e+00;8.695546784174479349e-01
-4.479547481461354508e-01;-1.127638570288920672e+00;9.361325192866617462e-01
-1.407376213215553395e+00;7.867384434360413792e-01;9.981745637527708048e-01
-4.155561656121506964e-01;1.396164656904572254e+00;1.001338880123716635e+00
-7.847164316921926286e-01;6.652136842783615833e-01;8.570755705150321369e-01
1.972610761795836165e+00;-2.554701118089002243e-01;8.972871943568113684e-01
-4.537539533273995396e-01;1.785966844052395253e+00;9.653705171799342732e-01
1.047190825373590872e+00;-1.237938008629145159e+00;9.915188839559951894e-01
1.842399636377809458e+00;4.366821306846118134e-01;9.472975863504539129e-01
6.391248079171720775e-01;2.420925715150041846e-01;6.343643085323458219e-01
8.827898795578419389e-01;-1.536076396275658507e+00;9.801970541551238147e-01
-1.175042141560487252e+00;-1.121636880380214141e+00;9.913507444238925936e-01
-1.889038069960117916e+00;1.260532012726772066e+00;7.620316720426626445e-01
-1.182226147240944769e+00;-1.817188282772806307e+00;8.292645173801422853e-01
-6.638189015475490784e-01;-4.874394417154457315e-01;7.440896261822814717e-01
-1.652538735364499800e+00;-1.733490348942270831e+00;6.875365813736897813e-01
1.048603545602217579e+00;1.093172454166012386e+00;9.902022811103105004e-01
6.291418067574197082e-01;-8.123304156600674730e-03;5.419753239937122880e-01
-9.366067539345874771e-01;3.939686902358738863e-01;8.546437689518313618e-01
5.166380730697865964e-01;2.087581496389923075e-01;5.360600301957679781e-01
1.006386041443304791e+00;-1.893051133319961998e+00;8.356916263526601441e-01
-4.539151219781660807e-01;-1.710863521992785685e+00;9.815857323218450947e-01
-1.373890750751806333e+00;1.059615547483684583e+00;9.828992442238044802e-01
6.281485354445361935e-01;-1.100411441875110086e+00;9.521574605248878109e-01
1.543904448472645630e+00;1.416281541022909263e+00;8.678285737224100682e-01
-1.294612606138882960e-01;1.029699719468703201e+00;8.533966174306693020e-01
3.470471501285166127e-02;5.023696950227893865e-01;4.422931704560205679e-01
1.386682964073642221e+00;-1.098168467694092598e+00;9.739260669754594701e-01
-1.700662700756305767e+00;5.250425720053790712e-01;9.761826929051855561e-01
-1.820924468073578328e+00;1.467151672400861973e+00;7.293041251640465239e-01
1.923774924572177802e+00;-1.112152972385561878e+00;7.938876458573994599e-01
1.150391192769404825e+00;8.996194557247423340e-01;9.874111709466110165e-01
1.725216574917483925e+00;1.866711448363729264e+00;5.634235432582238579e-01
-1.599699646011863319e+00;-1.551471460511192557e+00;7.943588387134007389e-01
-7.012072291682636127e-01;1.151522402858849325e+00;9.729734129424274514e-01
-1.758059651800155887e+00;1.798655113892314361e+00;5.924000053317234338e-01
-1.708061999433690303e+00;-1.791037950466680684e-01;9.987015608879833417e-01
8.436557923984371321e-01;9.463966581953631163e-02;7.346760257039980369e-01
-1.894637088328807728e-01;1.175446850601241433e+00;9.300705650044094330e-01
-1.384777033971720694e+00;1.494226611497879276e+00;8.970458381944016457e-01
6.215691749079486073e-01;1.382909587677555230e+00;9.962528995103363538e-01
-7.087608107700602567e-01;-1.876441880195723222e+00;9.009289346213876781e-01
-9.218079726172683230e-01;1.327846087922797569e+00;9.921658039124265915e-01
4.870616127113995830e-01;5.691258127238087994e-01;7.001863053975606599e-01
-1.947182537048421480e+00;1.545552441587965564e+00;6.109534463936455717e-01
-9.893978776233218753e-01;-5.139455102883996318e-01;8.975226535121526572e-01
9.952649711717134196e-01;1.455614245690228348e+00;9.778672123415159678e-01
-1.504282648787929944e+00;6.978469405701965833e-01;9.909831969919452588e-01
1.175346948967297855e+00;1.416791435698516288e+00;9.569656831043972245e-01
-1.671187707813392542e+00;-1.976607438398720440e+00;5.201229342160853530e-01
-6.687884906764196558e-05;-1.291890009845883203e+00;9.682801540138901153e-01
-6.212480042382786394e-01;7.025728328701332792e-01;8.096949964245464537e-01
1.218496189527296991e+00;-1.391840353579788747e+00;9.574850209657637112e-01
-1.936986221539686692e+00;1.665975095943136530e+00;5.513613132163156516e-01
7.608058276817715182e-01;1.833569274307986774e-01;6.953537247002663513e-01
1.094733379061096912e-02;-8.635002448612953962e-01;7.200341272727570630e-01
1.912861812598883215e+00;-1.880972858643276791e+00;4.313391718683356468e-01
9.536544610026216340e-01;8.852871095255645528e-01;9.547367118478041759e-01
-1.059033995664439676e+00;2.148968134063689028e-01;8.756480077903605608e-01
3.732344600648778155e-01;-4.584229192680848719e-01;5.801809887641001806e-01
1.832237599008683659e-01;-1.344406805826477314e+00;9.858886069567411869e-01
-7.504146900943138299e-01;1.427387528128176708e+00;9.974405875697441859e-01
-3.536143742260824396e-01;-1.919194899319860870e+00;9.176525887931218373e-01
1.559253594246775343e+00;4.309239013700949528e-01;1.000892224790838947e+00
1.473471517644046269e+00;-1.820651105492422595e+00;7.212603502894835428e-01
9.019196577184116492e-01;-1.892186351010897827e+00;8.621564212888688239e-01
1.230022190561591344e+00;-1.422391884583386723e+00;9.492698524978810948e-01
-2.554251244488212613e-01;-8.269238160229352985e-01;7.540049823039864929e-01
1.641520683092079658e+00;2.549489462715484045e-01;1.002750952638280069e+00
5.782248958154490026e-02;1.680471719174659206e+00;1.005183136227725038e+00
-8.855021944342276186e-01;-1.594318964392461346e+00;9.688722198393660001e-01
-1.532711626305367503e+00;7.560504644330010571e-01;9.959605741512722599e-01
-1.028417959451962460e+00;-1.734495151769439136e+00;9.030657727548691005e-01
7.590854714406209958e-01;1.026363323474492439e+00;9.527443767673270392e-01
6.442371143664118449e-01;7.212725203731342738e-01;8.306015296224218414e-01
-1.853222017575357317e+00;-1.561613880506524943e-01;9.560922019187642062e-01
9.313083741396872561e-01;1.405584865815312945e+00;9.918674947908242556e-01
9.174119087803358497e-01;-1.426336418473240553e+00;9.877025488484807436e-01
6.145892126409258083e-01;3.054718830889431302e-01;6.400492355644258335e-01
3.761822247686072984e-01;-1.930993420054672338e+00;9.088894171338161021e-01
6.885626546045298113e-03;-1.600261296162188263e+00;1.025172616573970741e+00
-1.227382923144299198e+00;-1.133192647104530160e+00;9.875592316348079658e-01
-1.685190877403702103e+00;-9.795696622442306989e-02;1.001934209948135868e+00
6.219298462451958720e-01;1.285822923817714347e-01;5.852087824824968587e-01
-9.458352638093678877e-01;-9.996092461037711097e-01;9.710126291674959775e-01
1.429602794064052329e+00;3.001358061304499891e-01;9.954610010639158846e-01
3.875103777513548842e-01;-2.223477003992910817e-01;4.539082928448568421e-01
-8.580522979393689909e-02;-1.416892246530681465e+00;9.993650821536953499e-01
-1.425394717823875723e+00;-1.509456386657573645e+00;8.760865209189355740e-01
-1.105898334661213678e+00;1.424938868644276990e+00;9.681123488998057969e-01
-1.506012490684897287e+00;-3.717710943844534377e-01;1.009227758121747476e+00
-4.945843302896721916e-01;2.372136184088278199e-01;5.353615808557742328e-01
-9.648153208591367935e-01;3.251193681595543339e-02;8.010355040833360141e-01
6.438073770452357181e-02;-1.555949998893022990e+00;1.020633804119030597e+00
-9.838669316202821591e-01;1.813369836990506023e-01;8.380139322005090152e-01
3.919809040777288978e-01;1.454872454664813297e+00;1.007041916442947826e+00
-1.001098394485690601e+00;-2.950608638047027554e-01;8.557479347179495210e-01
-1.345115675940525168e+00;1.157530045325722678e+00;9.690833452979912277e-01
3.602548444581068487e-01;-1.800075762190824769e-01;4.145198201347870537e-01
6.851885483462427651e-01;-1.104256073879207989e+00;9.609479703597865186e-01
9.131946623189119983e-01;9.671377913669236825e-01;9.635237295395956414e-01
-4.913401768699778849e-01;-1.569846973129205736e+00;9.990003710573446272e-01
-5.279892565720967212e-02;-7.148860914333594607e-01;6.255258722667834670e-01
1.637027439417952479e+00;-2.112582102469615641e-01;1.006732565802310742e+00
5.696798948380528138e-01;1.975311690810737542e+00;8.676477443164535286e-01
-4.949997483601973336e-01;1.482631933343166342e+00;1.010102955807762770e+00
1.475928178396832990e+00;1.143217126211531820e+00;9.550394255872800553e-01
1.127252483517365622e+00;-1.057709212477041749e+00;9.943704313836947417e-01
5.799194423070952453e-02;3.584651835864223202e-01;3.436340429425991383e-01
-4.024114395884610396e-01;-4.552643463073882124e-01;5.922656051518070397e-01
2.726033858354792727e-03;-1.369679354358598555e+00;9.916859409698620675e-01
-5.373748813157859239e-01;2.301484589851088280e-01;5.569922000061847678e-01
5.588387095528042359e-01;4.633344008370614553e-01;6.748345872595402639e-01
1.926973997261120619e+00;4.420559110888651055e-01;9.104739307268285842e-01
9.284346590193810478e-01;-1.312533078625079952e+00;9.930681440465869425e-01
-4.868061534332337459e-01;7.948584376034069088e-01;8.069016024372878126e-01
-1.697476079847449526e+00;-1.390393733445499436e+00;8.183866225760719759e-01
-1.849189726646956355e+00;-9.388610143029545441e-01;8.803450252247593255e-01
-3.557372884478366970e-01;1.387990680249787445e+00;9.953179798845279702e-01
1.181916537083067542e+00;9.973550155544019802e-01;9.905451151563577916e-01
2.393229007868162839e-01;-7.266096190026662960e-01;6.876537509762200573e-01
-8.523809025895414671e-01;3.554523431020255586e-01;8.056045550923845999e-01
3.136905034702959227e-01;1.053198720082051398e+00;8.882721295329971678e-01
1.665336799854300054e-02;6.457023771777827825e-01;5.520713095660697567e-01
-2.447862022545215233e-01;-1.047241200188572030e+00;8.763348341406581588e-01
1.994817818821589483e+00;5.439879947789387771e-01;8.659264211965820301e-01
1.541571914272945598e-01;-1.234438706746793457e+00;9.489722185512621255e-01
1.220524825293792581e+00;1.797552189322497718e+00;8.277624364090171438e-01
-1.917442701270324790e+00;-1.944350722302994328e+00;3.906807323615715255e-01
7.034875460895655408e-01;-4.430010400255106617e-01;7.504906767719304872e-01
3.935723459203774866e-01;5.897684767827184871e-01;6.676678499928747623e-01
5.348303047650126985e-02;1.490959449172367002e+00;1.014476648822899563e+00
8.055498522335331479e-01;-3.614872684815080284e-01;7.780736502321953241e-01
-1.567402946555088938e+00;1.936125446365853264e+00;6.105505878733183955e-01
-8.703597553066564352e-01;-1.149392193098741188e+00;9.836503201417451381e-01
1.258885279103227894e+00;-1.752793721494596113e+00;8.368382902751572150e-01
-1.424780328191780132e+00;-1.779610569818538046e+00;7.646727191043379834e-01
-1.356910690447696410e+00;-1.896890041080760092e+00;7.223766959002474453e-01
-1.585857567049983263e+00;1.796372428215894157e+00;6.851629113986388298e-01
-1.874358663634672073e+00;7.602017917224306309e-01;9.006593992816007699e-01
-1.787720702618416091e-01;-8.460586409853227963e-01;7.470218867913731575e-01
1.401529116024564647e+00;-5.578568806262786950e-01;9.976187181861174702e-01
9.519775850308214160e-01;-1.369980320645036720e-01;8.026671903958921828e-01
-5.849341916769694727e-01;1.106656174769820034e-01;5.504834843791437393e-01
1.217890001243993048e+00;-1.818699206337083041e+00;8.171978227008822593e-01
4.581495355045253071e-01;1.557292721606868824e+00;1.003348387381441276e+00
-1.122535555598648038e+00;-9.371682205305775781e-02;8.948350667278580639e-01
-8.443885215439737024e-01;-1.953274777404126805e+00;8.411800269527821561e-01
-1.718923369400530365e+00;8.192267380109945485e-01;9.475527786525222984e-01
-1.593943440554492774e-01;1.463829760143982028e-01;2.368735806335892369e-01
-1.518931580616572852e+00;-4.972625554390899261e-01;1.006384088857686931e+00
-1.144607590758030646e+00;-3.359664122298182676e-01;9.274856954607307857e-01
-5.447406248495920700e-01;-5.738658508471199404e-01;7.259283561462958057e-01
-1.322509639809302584e+00;2.342399413186027068e-01;9.694050535002519675e-01
1.032621876896566704e+00;-1.960858052940309904e+00;7.922649897553775133e-01
-1.426208797529069372e-01;3.483439260690479600e-01;3.833625169747019723e-01
2.821773659123549827e-01;-1.452227241871457686e-01;3.318846483120230784e-01
-1.886234321387325608e+00;1.455706149689977469e+00;6.913373751554303670e-01
-1.435854974036543386e+00;1.883371422245156523e+00;7.024098286126342350e-01
-1.786529344481346371e+00;1.168605482804188078e-01;9.812761350441538966e-01
6.314088319356869761e-03;-1.615937036634369495e+00;1.022705449888224649e+00
7.721588231465137397e-01;-9.042064882518010549e-01;9.259359014340015070e-01
-8.227048666043246250e-01;1.670635455886378740e+00;9.597995769481548756e-01
1.767815089474388923e+00;8.055447677800540163e-01;9.296101868583538375e-01
-1.454957411321350591e+00;1.195980918061584575e+00;9.466862050673178208e-01
-4.488974714699076607e-01;1.629530741271798089e+00;9.981888705461783307e-01
1.570431822099572994e+00;-1.311807373641034058e+00;8.894105394787005237e-01
1.128372819501669344e+00;1.339141931294369758e+00;9.786984115385238825e-01
-1.632302734511945630e-01;-1.424840142266248222e-01;2.369410002064436249e-01
-5.936349272230421192e-01;-1.379010396473583810e+00;9.997379405822903742e-01
9.843565736830428570e-01;-1.284808409493745085e+00;9.902394294761682758e-01
9.802265095589430821e-01;-2.628222932517352284e-01;8.429734977425288323e-01
-1.380099790821327499e+00;6.822046032162711882e-01;1.001514621095761948e+00
-9.074948842498939960e-01;-1.632762061789397645e+00;9.577968219113663917e-01
8.523008653565180559e-01;6.901574986507919007e-01;8.857819205884684965e-01
1.429301720568739498e+00;-4.360757465197684368e-02;1.000947094016925387e+00
-1.257306726025941845e+00;1.825451053587222372e+00;8.056002019633966560e-01
-1.836089885662834487e+00;4.348662422974736153e-01;9.506268894524759761e-01
4.721150113312178043e-01;-1.923953095001629254e+00;9.054579439434016219e-01
1.810914345864782948e+00;-5.802915942031550145e-02;9.761308719374861553e-01
-1.043256710585649838e+00;-1.325807054571800592e+00;9.849111459004318281e-01
-7.519802380693265675e-01;6.719829473166378797e-01;8.500654399770922742e-01
-4.930429397320641449e-01;4.273424010500144199e-01;6.275997936599295723e-01
-4.102559928853297677e-01;1.256920836903460348e+00;9.703103778180625083e-01
-3.780594080899888354e-01;-3.799723545175157646e-01;5.345476065490832873e-01
1.369519344398034466e+00;-1.735942071028479639e+00;8.059084633727630065e-01
-1.998081504393113939e+00;1.640734425387729178e+00;5.145032338596271515e-01
-1.380585565272574033e+00;1.714358362386894097e+00;8.108240312899627211e-01
1.604841019548563619e+00;1.868791396445343977e-01;1.007655478347741829e+00
-1.639643450714719286e+00;9.839343657560482015e-01;9.442409641543743071e-01
1.514873691508134002e-02;-1.675215463628427770e-01;1.554889970418429079e-01
1.466902290392746888e+00;-2.936178184323749996e-01;1.000044512296877963e+00
1.407826667585775127e+00;-5.175619186369480040e-01;9.990828417405288597e-01
-1.901732958536422213e+00;1.499418519520569593e+00;6.568167283605506057e-01
1.123498112162040208e-01;1.140204721537539712e+00;9.046205307120531725e-01
-4.385394571982286216e-01;-5.663106864181521871e-01;6.758428207190046999e-01
3.390171242683353015e-01;1.309886218421549842e-01;3.628107652512808645e-01
-1.182745239403847126e+00;-1.771189705655521252e+00;8.487875042405718107e-01
-1.691406864106355101e-01;1.923045663960027074e+00;9.250203734590420890e-01
1.247933185407742673e+00;4.631953853326034043e-01;9.674807208524751623e-01
8.235743063818734555e-01;2.889946234277500636e-01;7.620674017759416774e-01
1.912883537453469618e+00;9.379969887457457745e-01;8.522599557929447789e-01
8.633685804372612793e-01;4.890394416746124406e-01;8.405775751646666905e-01
1.623458371314887128e+00;-9.791285053063081278e-02;1.013035672584822855e+00
7.442039930968151751e-01;9.237965483374814823e-01;9.232634150770141490e-01
1.409054158807523827e+00;5.786038365482100154e-01;9.958665603122656140e-01
1.403961680848202498e+00;-6.043236193804668588e-01;9.998496724114844803e-01
8.953801073813143496e-01;-1.594419409093706275e+00;9.671636378934228562e-01
4.566270311643663149e-01;-8.437571236529048946e-01;8.205993162347452463e-01
1.269111063435268250e+00;9.400851835868797579e-01;9.956944201584415621e-01
-3.456653793992319201e-01;1.148380043161866482e+00;9.317212698598535958e-01
-1.320474493073600097e+00;-7.892719407983039837e-01;9.964028385271234134e-01
2.488351049414498917e-01;-9.457648081820577701e-01;8.217752232954756986e-01
4.878099201598877777e-01;-1.371218502007385709e+00;9.993183929097788631e-01
-1.283093760187758559e+00;2.524233487756886163e-01;9.736098364943778227e-01
1.353498855349080987e+00;1.031088478618821025e+00;9.851744780102309473e-01
1.768181304690436662e+00;-1.717175813472977985e+00;6.245268928557358157e-01
-3.586856791985155724e-01;1.258951716673261778e+00;9.637939992852123661e-01
-1.860956085138910421e+00;-6.635510591656768042e-02;9.496732091204134196e-01
-7.373187125512687956e-01;4.202859239851957085e-01;7.550111924118613205e-01
-8.212093995414893044e-03;1.246725570085409629e+00;9.477744260959328759e-01
-3.935028410282179756e-01;-4.751928050966385264e-01;6.018416913501785093e-01
-1.435979260766291787e+00;-1.192508525917455486e+00;9.553751417538380863e-01
1.522426065824436403e+00;1.284378399312148478e+00;9.161899699225547478e-01
-7.011511502181257960e-01;1.954937880211912393e+00;8.629013242037631981e-01
6.389905938698134946e-01;-1.662063759481275049e+00;9.831627242415127421e-01
-5.254892766754495348e-01;5.467245235083071364e-01;7.062552588776084272e-01
6.923748241905212097e-01;-7.243572993864018095e-01;8.479181803320299249e-01
1.382131128056137026e+00;-2.450688851452387240e-02;9.868480546950745280e-01
-1.112205931050889163e-01;5.270885504077242878e-01;4.981506873041870453e-01
1.711031484238371370e+00;1.323293982046304329e+00;8.288017198792283491e-01
1.380540071741030328e+00;-1.465535487401575132e+00;9.047574897504995217e-01
